Joint_A_lwr,Joint_A_upr,Joint_B_lwr,Joint_B_upr,Joint_C_lwr,Joint_C_mid,Joint_C_upr,Joint_D_lwr,Joint_D_mid,Joint_D_upr,车身重量,扭转刚度,扭转模态,弯曲刚度,弯曲模态
4,9,7,8,8,6,3,8,4,3,339.482,7202.61,24.11920714,6200.52,33.59375964
2,8,4,6,7,4,8,9,3,8,359.707,7332.95,22.72252993,6539.36,34.63671026
9,3,9,1,4,7,8,2,8,8,341.314,7756.94,18.92857545,6869.92,35.39339307
4,2,1,9,3,7,1,8,3,7,343.802,9260.8,26.86714811,5976.98,33.30336693
4,3,1,4,5,3,9,1,7,3,352.658,9045.6,23.86920377,7344.52,36.7294955
6,8,8,8,1,6,1,1,7,7,344.609,8423.22,25.95561491,5615.23,31.26142699
2,5,2,3,8,1,6,4,6,7,356.103,8412.53,20.55551961,6682.16,32.74659518
4,3,1,8,2,9,5,6,6,3,354.684,8804.93,24.8229,6871.85,36.2708779
6,3,5,5,4,6,6,5,4,6,349.166,8178.54,22.45567265,7241.61,35.2820085
1,5,2,1,1,2,7,4,1,3,350.784,8611.23,20.20712949,6806.41,33.38979995
3,1,4,1,4,8,4,6,8,1,349.366,9928.83,26.88028374,7534.22,36.95880957
3,5,9,9,6,9,9,7,1,5,342.849,9258.82,25.85944397,6746.43,35.12610265
1,5,8,7,9,3,6,1,5,1,345.975,9732.39,22.90310896,7879.58,37.63340136
6,1,3,3,2,7,3,4,2,9,351.391,7280.59,17.57321714,5753.19,30.78344459
8,6,2,3,7,4,6,8,4,9,346.928,7194.64,18.53435845,6609.44,33.13406793
9,1,8,1,3,7,2,8,1,3,338.989,9077,27.02225548,5881.35,32.8586396
5,9,5,3,2,7,6,7,6,9,347.404,7449.71,17.33216067,6998.07,34.55755018
2,2,4,3,1,4,7,7,4,8,353.191,7610,17.78380016,6861.36,33.13479341
7,1,9,2,9,6,1,6,6,7,340.625,9091.96,26.81473209,6345.25,35.34633812
8,6,9,3,8,4,9,6,8,3,342.078,7627.16,20.06434531,6322.5,33.95956363
1,7,9,2,9,3,1,3,1,6,339.412,8885.06,26.70136032,7700.24,37.09855904
1,7,6,6,3,5,8,9,5,4,354.729,7112.6,20.85926093,6509.31,34.88967119
8,7,7,4,3,2,2,4,3,3,340.638,7538.09,24.08769225,5484.97,31.47623543
9,7,3,4,4,9,1,9,1,1,348.102,8492.19,25.64300713,6923.69,36.24430797
1,2,5,7,7,1,5,6,5,8,353.02,8585.76,21.74266562,7082.97,35.77811253
3,3,2,2,5,6,7,4,2,1,355.119,8295.52,21.88843626,6589.83,32.14459103
1,6,5,1,2,5,4,1,7,9,354.547,9131.34,22.93106149,7991.86,37.5998256
1,5,4,2,8,1,2,2,1,7,347.18,10223.93,26.47592011,6955.16,35.22085502
3,1,6,6,1,8,2,2,5,6,350.564,9792.97,26.34669211,7064.06,36.24030843
4,1,6,5,8,6,6,8,9,4,344.606,8256.1,20.87631487,6764.85,34.50146107
6,6,1,5,8,3,8,4,1,7,349.428,7835.66,22.38442599,6913.41,34.73833042
2,8,3,5,2,3,8,8,7,3,352.166,6884.42,23.26181596,6718.17,34.94493968
2,4,1,6,8,1,7,3,1,8,346.766,7639.84,18.63463289,6594.72,34.68287219
8,7,4,6,5,8,5,8,8,3,341.066,7455.86,21.91332776,6728.72,35.50505675
6,3,8,7,6,6,1,6,7,4,351.208,9098.98,26.84956672,5840.51,32.7192207
7,1,7,4,6,3,6,4,9,2,344.371,8232.76,21.262794,6513.76,35.47325716
3,6,9,4,3,9,8,5,1,8,343.087,7217.11,21.45725126,5777.59,33.17827692
5,3,2,5,6,8,4,3,4,4,348.704,9188,23.77442922,7501.9,39.94517553
3,1,6,3,4,9,7,4,5,7,350.406,7900.51,19.0468378,7482.9,35.89194256
5,4,5,9,6,2,6,2,7,5,347.836,8928.64,23.95930205,6627.46,32.72691429
1,8,7,8,6,8,8,3,8,6,338.874,7334.55,23.11136914,6649.72,39.2482973
1,6,2,9,2,7,9,5,6,2,345.001,8071.56,20.3656456,6889.05,34.52511082
7,2,5,9,7,4,5,7,4,2,343.636,8872.65,22.70207871,6854.33,34.85742029
2,2,6,2,8,7,6,4,3,4,350.673,8392.77,21.56323633,6591.87,33.43423408
8,6,8,3,8,7,4,8,9,9,340.943,7519.54,20.7881608,6346.58,33.74923876
5,6,5,5,5,2,3,4,9,1,352.213,8489.11,22.62806676,7509.07,35.52171495
9,4,9,5,5,6,5,8,2,9,339.671,7673,22.01589968,5916.51,30.99435613
6,3,5,3,8,8,7,7,8,3,356.079,7914.02,17.51154682,7409.35,34.91387564
3,9,7,4,1,9,5,4,8,5,347.327,8165.35,24.12235022,6294.08,33.81236729
9,8,6,5,5,8,4,4,9,5,344.975,7535.69,23.68662855,7303,34.63558621
6,8,1,2,4,2,8,6,7,2,347.943,7146.18,22.2587953,6332.01,33.30820357
5,8,2,1,9,4,3,2,6,6,352.357,7582.47,22.20471204,7689.24,39.26325643
2,2,8,7,2,6,3,9,4,6,359.242,8474.83,21.09473658,6559.59,34.03254942
6,3,1,4,3,9,5,6,3,3,355.688,8315.81,23.65590691,5837.04,33.29190891
1,8,5,2,7,1,6,8,7,3,345.298,7298.81,22.00242843,6740.86,33.9324518
1,1,2,7,5,7,8,3,7,5,352.758,9183.62,24.68164924,6931.32,33.91320888
2,7,5,8,4,6,1,9,3,4,366.248,9589.45,26.09669718,7398.93,36.42878673
9,9,2,7,1,8,1,4,7,8,348.059,8350.98,24.73201491,6957.97,33.64597552
4,3,6,5,8,2,9,3,4,9,340.89,8502.29,22.74063766,6813.87,34.50245256
7,6,5,7,4,3,5,8,8,8,343.979,8110.84,22.36064402,7633.43,37.37385307
5,4,9,6,3,8,9,2,8,7,341.039,8477.59,25.02420346,5907.12,33.54994978
7,3,4,3,2,8,7,7,8,5,349.853,8336.19,19.59786206,7123.18,34.93789511
5,2,3,4,2,3,6,6,4,1,345.95,8598.22,22.94746653,6700.38,35.80333226
9,9,6,5,1,8,5,6,7,3,339.56,7518.33,21.87284376,6421.76,33.50236144
8,3,6,7,4,2,9,4,8,7,338.432,8070.96,21.02069035,6854.47,34.58386874
9,5,9,1,1,7,9,2,3,5,344.229,9492.12,24.25407331,6570.28,34.25538784
3,7,6,9,8,2,2,9,5,7,350.293,8191.48,24.56949804,6950.95,35.14838807
1,2,8,6,4,6,1,3,3,9,341.591,9932.65,26.84688351,6407.09,35.73563169
5,3,8,3,4,5,7,5,8,2,344.403,7372.13,18.53865817,7136.63,35.82245718
2,8,9,3,9,5,2,8,6,7,347.75,8194.64,26.58338718,7786.43,37.83723319
8,3,8,7,5,4,4,5,1,9,342.485,7688.05,22.17437556,6461.74,34.18243915
1,5,9,1,8,2,1,6,1,7,342.781,9463.73,26.78283479,6377.16,34.90040144
2,3,6,2,9,9,2,2,1,9,357.97,9736.25,24.94003096,7495.89,36.35491846
1,4,7,1,5,7,2,5,5,4,352.951,9057.98,26.63186319,6929.5,36.41041371
4,3,7,9,2,9,8,2,7,4,352.487,7975.16,18.22110961,6634.83,34.39113706
9,2,5,3,2,6,1,3,2,7,346.89,9573.87,26.35070142,6955.81,34.55295366
2,2,7,7,5,5,7,3,5,8,355.332,7921.33,20.99177535,7934.75,36.69658368
1,4,7,9,1,3,9,7,7,6,342.78,8569.48,25.84460903,6658.59,34.34097444
9,2,2,9,5,8,4,7,8,4,349.46,9007.58,23.29881205,7594.71,35.33602035
8,3,3,4,7,8,3,8,8,6,340.443,7548.82,20.99680116,6205.52,34.14164543
2,3,6,9,3,3,8,9,9,1,361.247,8230.04,18.33241772,6517.85,34.62961616
9,8,6,5,2,5,8,1,9,1,341.515,7225.02,21.69593777,7973.94,36.5002453
3,4,4,2,3,5,3,2,9,2,354.54,8562.64,19.61856543,7011.67,35.74589683
5,1,2,5,3,4,9,5,6,8,346.835,8306.83,23.49226524,6158.76,32.71211303
7,1,4,7,6,4,1,2,9,7,348.868,9764.01,26.36706543,7136.05,36.38923219
7,3,5,3,5,3,9,7,1,8,351.208,8289.93,19.04557103,7434.11,35.26662296
9,7,6,3,3,5,7,1,7,7,336.69,6354.36,18.08072405,6386.53,32.94362367
8,2,9,6,3,1,4,2,3,4,342.824,8436.94,23.48283468,5682.36,33.01628286
4,9,9,3,6,6,5,7,2,8,341.354,7637.18,20.4610684,5837.43,32.32690091
6,4,8,6,4,8,9,4,6,1,343.306,8696.47,26.56437031,6610.73,35.04219586
8,7,2,1,4,5,4,5,1,4,348.039,7401.73,21.1825272,7680.87,36.97951038
5,7,4,2,1,6,3,9,1,2,347.95,7328.76,21.73089939,6344.73,32.44474148
4,2,5,7,6,1,7,3,6,9,346.689,8104.8,20.90197906,7165.22,35.72376931
3,6,6,5,6,4,9,6,3,8,344.982,8143.27,22.39189615,6549.04,34.54165056
8,5,3,9,6,2,1,6,9,2,343.245,9019.56,26.30736222,6043.59,34.48206408
5,9,4,1,2,9,3,8,4,1,346.139,8066.37,24.34438286,7279.48,36.78149858
8,5,7,4,8,2,3,1,6,6,336.049,8521.66,20.84886538,6192.4,33.53208733
3,6,7,2,3,1,6,8,6,6,339.019,7866.45,23.10173978,5653.41,31.91384204
3,2,2,9,5,5,2,1,8,8,353.138,9681.67,25.48316113,8068.47,36.52266252
4,6,7,4,8,6,8,8,3,3,342.819,7826.57,23.22344665,6102.04,33.08666997
8,3,5,2,8,8,4,2,1,1,347.571,9196.66,23.38166591,7293.05,39.70773453
7,2,7,4,6,4,7,3,5,4,342.88,8179.33,21.15013362,6529.7,35.20339176
7,6,3,1,9,1,1,7,2,4,349.733,9445.22,27.06896211,6707.08,36.18628447
7,7,8,7,8,3,6,6,9,6,342.799,6886.09,20.2169122,6647.3,35.50742275
9,8,5,2,8,7,9,2,1,8,341.772,7413.72,20.91580909,7190.05,34.72240744
3,5,7,8,8,1,4,1,9,6,345.994,9578.83,25.85035374,6853.39,35.59137683
7,4,4,1,7,6,1,1,4,9,345.405,9586.34,26.17430177,6472.46,34.01402406
5,6,2,9,5,2,5,9,1,1,354.192,8896.57,24.40566238,7023.93,34.34286009
5,5,1,7,1,8,7,3,3,1,343.594,9171.39,21.56517567,7105.64,35.52731443
9,4,1,6,1,2,2,8,1,1,335.633,8916.01,27.78244128,6416.1,33.02411089
2,2,7,2,7,3,8,2,7,9,356.99,8318.89,21.10322864,6545.73,33.83402894
4,4,2,9,6,4,3,2,5,5,356.511,8794.34,18.90094412,7260.84,35.56053486
8,3,9,9,5,8,9,2,6,4,342.83,8096.97,21.7501652,6759.29,34.32464722
1,8,9,8,1,8,2,2,6,4,344.612,8585.04,26.73134508,6717.66,34.74155468
2,9,2,6,2,9,9,4,5,2,361.886,8186.69,24.25360073,7314.55,36.15375744
1,5,7,9,4,4,4,7,1,1,337.121,9580.61,22.77912744,7094.03,35.85902491
7,6,6,7,8,4,7,4,7,1,340.387,7698.59,21.13657196,6353.27,33.27155821
1,8,9,5,7,4,6,5,9,5,341.973,7221.39,23.80744089,6765.04,35.36096083
6,7,3,1,8,2,7,5,6,4,343.808,6427.78,19.53961675,6127.99,33.27964016
5,1,4,2,7,8,2,6,2,5,351.441,10398.07,28.24304135,6866.68,35.6366849
4,6,1,5,1,8,7,3,2,8,346.015,7674.77,20.36888911,6770.97,34.24448433
8,8,7,6,3,7,3,8,2,6,334.15,6573.18,21.64069543,5205.23,30.93617057
7,3,5,1,4,5,3,5,2,5,353.025,8380.77,20.88376958,7527.77,37.95245726
2,4,6,5,4,1,5,5,2,3,350.071,8392.92,24.5555967,6942.57,34.8379681
9,4,6,1,6,5,1,6,8,2,346.072,9284.9,27.53694117,7031.76,36.64707567
4,8,8,7,6,5,2,8,7,4,345.864,8542.79,26.7309542,6931.01,36.6950164
9,9,1,7,9,7,5,9,2,4,351.027,8407.15,22.74852812,7100.14,35.24231363
1,2,4,9,4,8,1,8,6,3,341.671,9967.19,28.44712056,7446.02,37.01589003
3,9,9,6,4,6,1,5,6,8,337.006,8214.9,25.64188891,6296.26,34.55665665
1,1,4,7,8,8,1,5,9,4,350.656,9746.88,28.02826685,7476.76,37.64771707
5,2,7,6,7,5,1,4,2,4,347.837,9620.93,27.2135025,6719.3,36.24196212
8,7,7,8,1,5,1,5,9,5,346.552,8040.35,25.66814779,6815.87,36.59363598
7,4,2,9,4,2,8,5,2,8,343.659,7353.26,20.4255535,6455.87,33.12588699
3,7,2,7,1,9,6,6,2,8,352.384,6810.83,19.59460663,6772.04,34.28688262
4,8,6,9,2,2,1,1,6,4,339.724,8703.48,27.68049566,6821.51,34.84667863
9,6,4,3,5,6,6,3,1,6,338.656,7975.8,20.89754439,6933.92,33.98486469
6,6,9,8,7,9,4,6,1,5,349.546,8809.74,25.1506161,6363.98,34.92952098
3,9,3,4,9,5,1,2,9,7,352.907,9257.53,25.98741638,7741.13,38.39666421
2,3,4,6,5,5,7,2,2,3,360.527,8141.47,18.08481718,7472.16,36.49514769
4,2,2,6,6,5,7,9,7,2,362.117,8701.78,21.25380794,7117.98,35.43735103
2,9,5,8,2,8,3,6,6,6,356.14,8022.9,23.1796642,7268.84,39.28586885
5,6,7,1,9,3,3,9,5,5,361.395,9122.58,23.74631953,7641.26,37.26715403
9,2,7,9,9,4,4,6,7,2,338.987,8621.63,24.77028031,6591.4,35.01305283
1,4,1,4,1,3,8,7,4,4,350.249,8542.36,24.0683479,7076.28,35.25464229
1,5,3,6,2,6,7,9,8,8,351.757,7873.09,18.78128841,5793.75,32.45821354
6,7,9,8,4,1,3,9,3,6,352.587,7120.25,21.11934858,6756.83,35.82543645
4,7,2,4,1,1,8,3,9,5,352.326,7689.04,21.54423838,7139.42,34.63047744
8,5,7,5,8,9,7,6,4,3,345.839,7987.08,19.91264164,6490.53,34.3350155
1,9,1,3,5,3,6,4,2,8,349.52,6971.46,22.30059712,6978.75,34.26309911
7,2,9,9,7,3,3,2,3,8,341.724,7415.08,17.84632234,6387.71,34.65105968
7,9,8,7,8,5,4,9,8,8,348.476,7804.22,22.1092744,6855.61,35.56594768
7,1,3,2,2,6,9,5,7,3,342.526,8205.07,23.18953756,5985.02,32.87309903
8,3,2,6,9,8,2,7,5,6,355.792,9776.13,25.89900808,7870.82,39.30576556
7,2,9,9,1,8,4,5,9,1,337.814,8088.71,23.85156414,6515.03,35.3573736
1,2,7,5,5,4,6,1,3,2,343.17,8552.01,22.04115463,6620.44,33.76131098
5,7,7,8,1,1,5,1,2,4,339.75,7779.27,22.39070664,6166.72,33.08769965
2,4,7,5,2,7,7,4,2,5,354.504,8350.25,20.32199515,6200.46,31.69824293
2,6,4,8,9,7,7,1,8,3,352.108,8225.05,20.34046409,7467.81,36.80316118
8,8,4,8,9,1,2,1,8,7,342.758,8900.05,26.47440556,7399.05,37.34681952
6,8,6,6,7,3,1,7,3,2,348.435,8699.96,26.09981224,6622.9,35.93740491
7,5,2,8,9,9,6,4,9,7,355.767,8891.75,20.96776866,7528.11,37.22432767
3,6,9,6,3,5,2,4,9,9,347.635,8622.51,25.28257944,6505.62,35.81830445
6,7,8,5,1,9,2,6,3,8,351.245,7764.39,23.86061595,6240.63,33.91930689
4,4,2,8,5,9,2,8,4,9,359.338,9379.49,25.69328208,7397.7,39.16385485
3,6,4,3,9,4,7,2,5,6,354.971,8143.83,20.31069483,7853.64,36.82969487
3,9,6,4,1,2,7,9,5,3,353.525,7212.83,21.44432029,6743.23,34.08620401
7,3,1,8,6,4,2,7,8,1,346.731,9670.34,25.99797136,6614.05,35.36659758
3,8,5,1,4,5,4,1,2,6,350.141,8535.55,23.80383377,8485.28,39.334531
5,2,4,6,6,5,7,9,5,7,356.533,8663.05,21.32553757,7549.28,36.8990728
5,3,2,1,1,5,1,3,4,8,353.968,9611.72,25.81144666,7860.84,36.50816479
6,7,2,4,1,6,8,7,9,3,355.554,7095.13,20.32699777,6795.83,33.84438661
3,4,5,4,2,8,2,7,5,4,361.042,10515.25,26.41663264,8071.04,38.23905595
9,6,5,7,4,8,1,9,5,3,359.438,9926.1,27.57745997,8510.76,38.44796322
7,3,2,9,3,4,6,1,6,7,340.4,7846.5,21.02080964,5912.48,32.27578681
3,2,9,8,3,4,9,7,6,1,341.719,9169.66,24.9690753,6050.05,34.4824119
2,8,5,6,3,5,4,1,6,3,350.932,8230.27,24.58509675,6967.65,35.88636221
9,9,7,8,6,1,8,1,7,5,337.809,7743.11,22.65886342,5973.93,33.21190519
9,3,3,8,2,9,6,5,9,2,347.05,7662.96,19.79000972,6706.83,35.97205882
9,2,9,2,4,8,4,4,4,3,338.25,8644.61,24.0915418,7351.84,35.52866265
9,9,5,7,7,5,1,1,6,2,342.47,9390.92,26.75547588,7919.98,37.2981624
3,5,5,8,6,6,8,6,6,2,350.025,8909.2,23.16889616,6416.09,34.47171504
5,1,2,7,8,1,6,9,7,6,358.63,8921.18,20.87070661,6746.21,33.38441594
7,7,5,9,7,8,6,5,5,3,343.273,6742.33,19.09314166,7060.35,35.9292165
2,8,1,5,5,5,2,7,5,1,361.553,9283.54,26.63112082,8387.25,37.6678779
8,3,9,8,9,9,3,1,6,4,343.021,8125.05,18.83999923,7181.64,36.98358032
3,8,5,2,6,7,4,2,4,6,348.326,8298.19,23.72676306,7305.2,39.17870237
3,1,1,2,9,1,8,8,8,3,347.986,8621.14,19.99314159,7117.7,35.66726963
7,1,7,1,1,2,5,2,9,1,345.661,8948.99,24.13894044,6394.09,33.93033692
1,4,2,7,4,7,6,2,9,7,352.344,8639.67,20.81947207,7640.22,36.10655727
9,2,9,8,3,7,3,7,5,8,341.634,7770.33,20.95990272,6061.59,34.60063479
1,7,8,7,8,8,7,4,1,7,337.521,6642.11,21.36865891,6478.87,33.25881127
7,6,8,9,1,9,2,3,9,6,343.404,8977.67,26.10979597,6699.19,35.7917425
1,9,6,7,3,4,6,7,5,9,343.613,7272.12,21.7287889,6411.49,34.40953191
1,4,4,8,1,4,7,6,6,7,345.071,8014.02,24.2254866,6503.57,34.28607439
8,6,1,7,1,5,5,5,7,9,346.475,7600.38,21.59601193,6907.98,35.06371793
2,7,9,7,3,1,5,1,3,6,343.303,7544.09,23.04004692,6163.85,33.57668396
7,5,1,8,2,7,3,8,7,3,345.52,8255.15,19.00005248,6268.14,33.23085028
9,4,2,9,1,9,1,8,5,4,351.711,9181.87,27.41041821,7354.93,35.81314797
8,1,8,6,7,6,5,8,7,3,338.319,8165.19,23.99184555,5538.4,31.72135827
3,1,7,9,5,2,8,1,3,8,341.447,7769.42,22.54421352,6329.76,33.1372847
8,3,1,3,5,1,7,5,1,2,345.214,7161.41,18.6688358,6579.6,33.1828879
1,5,1,1,1,6,2,6,1,5,350.597,10081.68,27.645587,6405.1,32.96973972
1,3,4,6,2,7,4,3,8,3,344.021,9220.27,25.95857808,6900.05,35.49217347
8,5,8,9,8,7,8,5,8,9,338.101,7349.59,17.7540085,5998.88,33.00319557
2,8,5,8,6,4,4,5,8,7,351.799,8019.34,23.92561007,7067.1,36.20475304
4,7,4,6,2,7,8,8,7,5,344.995,7555.81,23.4778059,6339.53,32.99081292
7,1,4,9,7,6,6,2,1,2,338.451,8195.11,20.06949609,6087.42,32.80963709
2,4,4,8,6,3,7,7,2,3,357.079,8550.68,25.02540141,7269.78,36.2529765
5,8,3,5,4,6,8,3,3,4,339.817,6996.34,22.19561259,6657.3,35.34618154
2,1,7,3,3,2,3,2,2,5,353.865,8116.05,18.9459474,5340.29,29.6036405
9,9,3,8,3,1,9,8,2,2,335.34,7484.93,22.40005137,5504.76,32.36770527
8,5,9,1,2,4,4,4,4,7,343.818,8734.96,23.95676564,6721.6,35.47051003
9,6,2,6,6,2,1,6,4,3,346.039,8749.48,27.30788751,6618.84,34.53376567
3,9,9,3,1,6,6,6,4,4,341.35,7058.42,20.3108077,6059.04,32.29034328
8,6,1,9,8,2,8,9,6,5,349.54,7917.87,20.31769632,6352.22,33.26385352
5,5,9,9,8,1,8,1,4,5,337.765,8641.36,19.39375603,6573.6,34.46725737
4,4,3,7,4,3,3,6,6,8,345.643,7658.69,19.11934531,6990.79,36.14373253
2,7,9,3,9,5,1,6,2,4,355.348,8501.47,26.4284956,7603.66,37.92617176
7,7,6,8,9,3,4,5,5,6,344.06,7351.19,20.98025264,7182.72,39.18936288
5,1,1,1,8,1,9,8,6,6,343.195,9136.56,24.99646356,6903.51,35.27218143
9,6,8,6,4,5,1,5,6,6,338.665,8673.62,27.81673473,6985.99,37.17376247
6,5,5,9,2,1,1,1,4,9,352.501,10291.14,26.22683248,7258.4,35.43005369
8,4,3,1,4,8,5,4,3,1,344.849,8569.53,24.28589172,6754.85,35.67204138
5,2,5,1,3,8,1,5,7,7,352.567,9473.52,26.66853054,6326.6,33.55407071
9,4,6,2,2,8,5,9,4,3,351.091,8754.96,23.54554265,7240.1,35.68750056
8,1,7,1,5,5,6,9,2,3,358.389,8700.24,21.19320191,7195.88,36.21472888
6,9,4,1,3,3,3,6,5,5,357.007,8145.12,24.14310602,6482.23,35.82741082
9,9,6,2,1,2,4,4,7,8,336.586,7378.74,21.21020111,6003.49,30.23524191
8,4,8,8,1,1,5,2,7,2,345.608,8466.19,23.97250998,5694.98,30.57732684
6,9,9,4,2,6,2,6,6,1,345.032,8689.08,26.86738947,6099.14,34.39495836
1,1,9,1,2,9,1,4,9,5,355.695,10114.69,28.67373684,7259.47,37.22330081
1,7,8,1,5,3,6,9,4,6,355.131,7506.14,21.77663507,7139.01,39.28168795
5,2,6,8,4,7,6,7,9,3,344.92,8801.67,21.05697584,7310.9,36.61730969
5,9,7,7,9,8,1,4,3,4,345.981,9275.4,27.62260062,7312.2,37.02424176
2,3,6,3,5,9,1,6,3,8,361.407,8797.18,24.83625449,6810.96,34.88787753
6,6,5,1,9,9,4,5,4,6,357.121,8913.86,24.35759413,7830.43,39.27340607
8,1,6,4,9,7,6,4,6,7,338.91,8332.28,21.56168626,6666.08,34.1546536
7,8,4,6,1,1,2,4,6,2,340.06,8296.21,26.29693045,6191.05,32.72898696
9,3,2,5,7,1,4,5,6,6,344.926,8183.88,23.38582503,6842.21,33.86678881
9,1,2,9,6,7,6,9,3,1,350.56,8801.46,21.30973349,6692.69,33.91899959
8,7,4,1,2,7,2,3,6,9,343.791,8536.66,24.08745774,6944.26,36.18715421
3,4,7,6,5,8,6,3,9,5,347.163,9076.7,25.29397384,6954.6,40.25336777
5,5,2,3,4,1,6,3,9,4,352.231,9099.15,20.21659583,7865.44,36.05149749
4,1,7,1,4,8,1,4,4,9,349.607,9786.79,26.18793678,7306.72,36.85001935
7,2,5,3,4,8,9,1,3,7,344.773,8796.94,19.64880127,7543.25,36.11332196
5,6,8,8,2,9,4,8,5,9,349.897,8277,24.12207352,6811.1,36.28952084
1,3,2,7,4,1,1,5,7,8,352.288,9054.02,25.93773499,7136.4,34.6474684
6,7,5,2,1,5,1,1,5,2,355.224,9096.21,25.81413691,8006.19,36.33903989
8,9,9,3,2,9,8,4,8,7,343.825,6803.96,19.53249392,6542.99,34.74449103
9,2,9,4,3,3,6,9,2,8,348.952,7821.96,21.16719434,5923.11,33.2379419
4,9,4,3,8,4,8,3,9,1,346.245,8084.4,24.94513407,7418.4,36.01998447
2,2,1,3,7,7,9,2,6,7,352.959,8584.59,20.87107557,6640.53,33.01127723
7,3,2,9,2,7,7,8,1,3,343.243,7341.85,17.44307783,6667.32,34.03036336
7,4,1,6,4,9,5,5,7,7,343.925,8099.8,23.67640616,6597.28,35.45387171
5,6,5,3,3,7,8,7,7,6,350.063,8033.13,19.8877017,6162.06,32.58258984
1,9,2,7,9,3,5,8,5,7,350.603,8262.18,23.91805816,7928.12,38.04696465
1,9,1,5,7,5,2,5,1,7,343.669,8476.73,25.63174121,7275.01,36.95696555
4,2,5,6,7,5,2,7,6,7,351.661,10357.12,26.09706553,7735.45,37.6026472
7,3,2,7,8,7,4,5,3,3,347.438,8133.2,22.77871266,6772.5,34.30796485
8,3,6,5,8,5,7,8,5,5,346.37,7893.51,21.2199559,7218.98,35.68604158
1,1,1,1,1,8,5,1,5,4,350.755,9481.49,22.95560148,7524.79,36.45828317
6,4,4,8,7,5,6,5,4,5,351.83,8688.96,25.86353224,7181.49,37.30646147
4,2,6,8,3,2,5,4,1,8,341.936,8254.41,22.04191311,5652.45,32.10193211
7,5,6,1,9,7,6,3,8,4,342.329,9177.97,21.08475868,7008.12,36.33648649
7,6,5,5,1,4,8,2,4,2,348.565,8118.24,21.12396991,6810.2,33.34462293
3,1,7,3,6,6,1,8,7,6,343.96,9044.75,26.81726739,5903.11,31.78434606
9,1,6,5,5,2,3,5,3,9,340.721,7359.32,19.11885047,6462.45,32.77179272
1,3,4,7,6,3,4,8,2,6,344.591,8894.96,24.94595961,7239.05,39.21271363
2,7,2,8,2,1,2,2,9,2,364.898,8921.04,25.6326395,7328.65,36.23428365
3,7,6,6,2,7,6,6,8,4,342.701,7008.58,20.46599371,6290.89,34.1259317
3,3,2,8,7,5,8,8,9,4,358.322,8208.8,18.60631456,7507.4,37.49080199
6,4,6,2,8,1,3,3,8,9,344.704,7855.25,18.44004121,6470.06,34.00883905
8,4,3,1,2,3,6,1,3,9,346.785,7876.52,19.29827453,6776.22,35.62153611
6,1,3,6,3,6,9,5,2,9,344.886,7947.88,23.72372079,5055.5,30.31994243
7,1,7,5,4,4,3,6,8,4,342.625,8014.53,20.28225757,6474.99,34.60368265
5,8,9,2,6,7,1,3,2,1,336.903,8831.67,28.14986489,6585.95,35.88862473
1,7,9,6,1,6,7,7,1,2,333.847,6634.8,21.11904573,5847.67,32.73302243
1,5,8,3,4,1,5,8,4,9,341.989,8196.64,20.7083594,6623.96,34.53098121
8,1,7,2,1,2,5,6,6,8,338.662,7867.96,22.47337041,5801.17,32.58366188
2,5,3,1,3,3,9,2,7,9,359.317,9204.98,21.16813192,5953.37,32.6427306
4,2,8,6,9,1,1,6,9,8,350.656,9587.92,26.48722193,6841.28,36.89966454
1,8,8,6,9,3,6,9,1,7,348.071,7502.9,24.11962985,6924.95,35.6638478
4,5,3,1,1,1,6,7,7,5,350.686,9436.04,22.19809463,5974.84,31.80821031
8,6,5,3,7,5,6,8,4,7,345.381,7673.33,20.12219526,7469.96,36.22793798
5,5,7,4,7,6,8,4,2,3,345.233,8514.53,23.89180697,5817.25,31.5176589
3,3,9,4,1,6,9,7,9,2,345.884,8648.85,23.31991849,6493.2,33.98728398
8,5,7,4,4,7,8,5,2,6,340.461,8289.57,21.13747555,6322.51,34.09112648
8,2,7,8,6,6,9,6,6,6,339.269,8496.36,22.85398632,5945.27,34.35100929
2,9,7,9,2,3,5,1,7,8,346.801,7849.64,24.43524237,6719.01,35.05307742
